"COU","Country","ISIC","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","INT_CAPITA","Primary waste per capita","2017","2017","KG_HAB","Kilograms per capita","0","Units",,,3068.303,,
"KOR","Korea","INT_CAPITA","Primary waste per capita","2018","2018","KG_HAB","Kilograms per capita","0","Units",,,3181.955,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","1990","1990","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,100.861,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","1995","1995","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,67.714,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2000","2000","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,81.142,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2001","2001","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,86.097,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2002","2002","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,85.099,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2003","2003","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,90.082,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2004","2004","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,85.767,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2005","2005","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,81.911,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2006","2006","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,83.992,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2007","2007","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,83.496,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2008","2008","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,87.11,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2009","2009","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,85.964,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,82.181,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2011","2011","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,81.098,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,81.502,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2013","2013","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,78.73,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,77.943,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2015","2015","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,78.935,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,78.676,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2017","2017","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,76.338,,
"KOR","Korea","INT_GDP","Primary waste per unit of GDP","2018","2018","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,77.043,,
"LUX","Luxembourg","TOTAL_S","Total amounts of waste generated by sector","2004","2004","TONNE","Tonnes","3","Thousands",,,8315.766,,
"LUX","Luxembourg","TOTAL_S","Total amounts of waste generated by sector","2006","2006","TONNE","Tonnes","3","Thousands",,,8378.911,,
"LUX","Luxembourg","TOTAL_S","Total amounts of waste generated by sector","2008","2008","TONNE","Tonnes","3","Thousands",,,9592.144,,
"LUX","Luxembourg","TOTAL_S","Total amounts of waste generated by sector","2010","2010","TONNE","Tonnes","3","Thousands",,,10441.47,,
"LUX","Luxembourg","TOTAL_S","Total amounts of waste generated by sector","2012","2012","TONNE","Tonnes","3","Thousands",,,8397.228,,
"LUX","Luxembourg","TOTAL_S","Total amounts of waste generated by sector","2014","2014","TONNE","Tonnes","3","Thousands",,,7072.758,,
"LUX","Luxembourg","TOTAL_S","Total amounts of waste generated by sector","2016","2016","TONNE","Tonnes","3","Thousands",,,10130.08,,
"LUX","Luxembourg","TOTAL_S","Total amounts of waste generated by sector","2018","2018","TONNE","Tonnes","3","Thousands",,,9014.397,,
"LUX","Luxembourg","RES","Sorting residues, secondary waste","2010","2010","TONNE","Tonnes","3","Thousands",,,74.478,,
"LUX","Luxembourg","RES","Sorting residues, secondary waste","2012","2012","TONNE","Tonnes","3","Thousands",,,63.913,,
"LUX","Luxembourg","RES","Sorting residues, secondary waste","2014","2014","TONNE","Tonnes","3","Thousands",,,47.102,,
"LUX","Luxembourg","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,115.704,,
"LUX","Luxembourg","RES","Sorting residues, secondary waste","2018","2018","TONNE","Tonnes","3","Thousands",,,118.186,,
"LUX","Luxembourg","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,10366.99,,
"LUX","Luxembourg","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,8333.315,,
"LUX","Luxembourg","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,7025.656,,
"LUX","Luxembourg","TOTAL","Total amounts of primary waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,10014.37,,
"LUX","Luxembourg","TOTAL","Total amounts of primary waste generated","2018","2018","TONNE","Tonnes","3","Thousands",,,8896.211,,
"LUX","Luxembourg","INT_CAPITA","Primary waste per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,20407.461,,
"LUX","Luxembourg","INT_CAPITA","Primary waste per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,15693.625,,
"LUX","Luxembourg","INT_CAPITA","Primary waste per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,12658.84,,
"LUX","Luxembourg","INT_CAPITA","Primary waste per capita","2016","2016","KG_HAB","Kilograms per capita","0","Units",,,17295.976,,
"LUX","Luxembourg","INT_CAPITA","Primary waste per capita","2018","2018","KG_HAB","Kilograms per capita","0","Units",,,14728.826,,
"LUX","Luxembourg","INT_GDP","Primary waste per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,202.121,,
"LUX","Luxembourg","INT_GDP","Primary waste per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,159.008,,
"LUX","Luxembourg","INT_GDP","Primary waste per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,124.003,,
"LUX","Luxembourg","INT_GDP","Primary waste per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,162.045,,
"LUX","Luxembourg","INT_GDP","Primary waste per unit of GDP","2018","2018","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,137.137,,
"NLD","Netherlands","TOTAL_S","Total amounts of waste generated by sector","2004","2004","TONNE","Tonnes","3","Thousands",,,92448.12,,
"NLD","Netherlands","TOTAL_S","Total amounts of waste generated by sector","2006","2006","TONNE","Tonnes","3","Thousands",,,99166.56,,
"NLD","Netherlands","TOTAL_S","Total amounts of waste generated by sector","2008","2008","TONNE","Tonnes","3","Thousands",,,102648.6,,
"NLD","Netherlands","TOTAL_S","Total amounts of waste generated by sector","2010","2010","TONNE","Tonnes","3","Thousands",,,121145.5,,
"NLD","Netherlands","TOTAL_S","Total amounts of waste generated by sector","2012","2012","TONNE","Tonnes","3","Thousands",,,121194.5,,
"NLD","Netherlands","TOTAL_S","Total amounts of waste generated by sector","2014","2014","TONNE","Tonnes","3","Thousands",,,132362.3,,
"NLD","Netherlands","TOTAL_S","Total amounts of waste generated by sector","2016","2016","TONNE","Tonnes","3","Thousands",,,141024,,
"NLD","Netherlands","TOTAL_S","Total amounts of waste generated by sector","2018","2018","TONNE","Tonnes","3","Thousands",,,145241,,
"NLD","Netherlands","RES","Sorting residues, secondary waste","2010","2010","TONNE","Tonnes","3","Thousands",,,5602.274,,
"NLD","Netherlands","RES","Sorting residues, secondary waste","2012","2012","TONNE","Tonnes","3","Thousands",,,5132.375,,
"NLD","Netherlands","RES","Sorting residues, secondary waste","2014","2014","TONNE","Tonnes","3","Thousands",,,5323.638,,
"NLD","Netherlands","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,4792.834,,
"NLD","Netherlands","RES","Sorting residues, secondary waste","2018","2018","TONNE","Tonnes","3","Thousands",,,6756.526,,
"NLD","Netherlands","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,115543.2,,
"NLD","Netherlands","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,116062.1,,
"NLD","Netherlands","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,127038.7,,
"NLD","Netherlands","TOTAL","Total amounts of primary waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,136231.2,,
"NLD","Netherlands","TOTAL","Total amounts of primary waste generated","2018","2018","TONNE","Tonnes","3","Thousands",,,138484.4,,
"NLD","Netherlands","INT_CAPITA","Primary waste per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,6925.805,,
"NLD","Netherlands","INT_CAPITA","Primary waste per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,6911.75,,
"NLD","Netherlands","INT_CAPITA","Primary waste per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,7520.198,,
"NLD","Netherlands","INT_CAPITA","Primary waste per capita","2016","2016","KG_HAB","Kilograms per capita","0","Units",,,8022.566,,
"NLD","Netherlands","INT_CAPITA","Primary waste per capita","2018","2018","KG_HAB","Kilograms per capita","0","Units",,,8117.491,,
"NLD","Netherlands","INT_GDP","Primary waste per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,140.745,,
"NLD","Netherlands","INT_GDP","Primary waste per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,140.667,,
"NLD","Netherlands","INT_GDP","Primary waste per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,152.007,,
"NLD","Netherlands","INT_GDP","Primary waste per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,156.446,,
"NLD","Netherlands","INT_GDP","Primary waste per unit of GDP","2018","2018","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,150.971,,
"NOR","Norway","TOTAL_S","Total amounts of waste generated by sector","2004","2004","TONNE","Tonnes","3","Thousands",,,7453.565,,
"NOR","Norway","TOTAL_S","Total amounts of waste generated by sector","2006","2006","TONNE","Tonnes","3","Thousands",,,9913.286,,
"NOR","Norway","TOTAL_S","Total amounts of waste generated by sector","2008","2008","TONNE","Tonnes","3","Thousands",,,10286.64,,
"NOR","Norway","TOTAL_S","Total amounts of waste generated by sector","2010","2010","TONNE","Tonnes","3","Thousands",,,9432.997,,
"NOR","Norway","TOTAL_S","Total amounts of waste generated by sector","2012","2012","TONNE","Tonnes","3","Thousands",,,10720.87,,
"NOR","Norway","TOTAL_S","Total amounts of waste generated by sector","2014","2014","TONNE","Tonnes","3","Thousands",,,10614.91,,
"NOR","Norway","TOTAL_S","Total amounts of waste generated by sector","2016","2016","TONNE","Tonnes","3","Thousands",,,11131.59,,
"NOR","Norway","TOTAL_S","Total amounts of waste generated by sector","2018","2018","TONNE","Tonnes","3","Thousands",,,14137.72,,
"NOR","Norway","RES","Sorting residues, secondary waste","2010","2010","TONNE","Tonnes","3","Thousands",,,0,,
"NOR","Norway","RES","Sorting residues, secondary waste","2012","2012","TONNE","Tonnes","3","Thousands",,,0,,
"NOR","Norway","RES","Sorting residues, secondary waste","2014","2014","TONNE","Tonnes","3","Thousands",,,207.705,,
"NOR","Norway","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,267.583,,
"NOR","Norway","RES","Sorting residues, secondary waste","2018","2018","TONNE","Tonnes","3","Thousands",,,394.477,,
"NOR","Norway","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,9432.997,,
"NOR","Norway","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,10720.87,,
"NOR","Norway","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,10407.21,,
"NOR","Norway","TOTAL","Total amounts of primary waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,10864.01,,
"NOR","Norway","TOTAL","Total amounts of primary waste generated","2018","2018","TONNE","Tonnes","3","Thousands",,,13743.24,,
"NOR","Norway","INT_CAPITA","Primary waste per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,1930.617,,
"NOR","Norway","INT_CAPITA","Primary waste per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,2138.187,,
"NOR","Norway","INT_CAPITA","Primary waste per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,2023.961,,
"NOR","Norway","INT_CAPITA","Primary waste per capita","2016","2016","KG_HAB","Kilograms per capita","0","Units",,,2068.941,,
"NOR","Norway","INT_CAPITA","Primary waste per capita","2018","2018","KG_HAB","Kilograms per capita","0","Units",,,2574.605,,
"NOR","Norway","INT_GDP","Primary waste per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,32.801,,
"NOR","Norway","INT_GDP","Primary waste per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,35.946,,
"NOR","Norway","INT_GDP","Primary waste per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,33.87,,
"NOR","Norway","INT_GDP","Primary waste per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,34.307,,
"NOR","Norway","INT_GDP","Primary waste per unit of GDP","2018","2018","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,41.874,,
"POL","Poland","TOTAL_S","Total amounts of waste generated by sector","2004","2004","TONNE","Tonnes","3","Thousands",,,137478.5,,
"POL","Poland","TOTAL_S","Total amounts of waste generated by sector","2006","2006","TONNE","Tonnes","3","Thousands",,,153628.9,,
"POL","Poland","TOTAL_S","Total amounts of waste generated by sector","2008","2008","TONNE","Tonnes","3","Thousands",,,138984.6,,
"POL","Poland","TOTAL_S","Total amounts of waste generated by sector","2010","2010","TONNE","Tonnes","3","Thousands",,,158662,,
"POL","Poland","TOTAL_S","Total amounts of waste generated by sector","2012","2012","TONNE","Tonnes","3","Thousands",,,162383,,
"POL","Poland","TOTAL_S","Total amounts of waste generated by sector","2014","2014","TONNE","Tonnes","3","Thousands",,,179179.9,,
"POL","Poland","TOTAL_S","Total amounts of waste generated by sector","2016","2016","TONNE","Tonnes","3","Thousands",,,182005.7,,
"POL","Poland","TOTAL_S","Total amounts of waste generated by sector","2018","2018","TONNE","Tonnes","3","Thousands",,,175143.5,,
"POL","Poland","RES","Sorting residues, secondary waste","2010","2010","TONNE","Tonnes","3","Thousands",,,6200.745,,
"POL","Poland","RES","Sorting residues, secondary waste","2012","2012","TONNE","Tonnes","3","Thousands",,,7580.554,,
"POL","Poland","RES","Sorting residues, secondary waste","2014","2014","TONNE","Tonnes","3","Thousands",,,11925.69,,
"POL","Poland","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,13841.69,,
"POL","Poland","RES","Sorting residues, secondary waste","2018","2018","TONNE","Tonnes","3","Thousands",,,14680.99,,
"POL","Poland","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,152461.2,,
"POL","Poland","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,154802.4,,
"POL","Poland","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,167254.2,,
"POL","Poland","TOTAL","Total amounts of primary waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,168164,,
"POL","Poland","TOTAL","Total amounts of primary waste generated","2018","2018","TONNE","Tonnes","3","Thousands",,,160462.5,,
"POL","Poland","INT_CAPITA","Primary waste per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,3977.595,,
"POL","Poland","INT_CAPITA","Primary waste per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,4049.557,,
"POL","Poland","INT_CAPITA","Primary waste per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,4390.911,,
"POL","Poland","INT_CAPITA","Primary waste per capita","2016","2016","KG_HAB","Kilograms per capita","0","Units",,,4426.65,,
"POL","Poland","INT_CAPITA","Primary waste per capita","2018","2018","KG_HAB","Kilograms per capita","0","Units",,,4231.383,,
"POL","Poland","INT_GDP","Primary waste per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,172.778,,
"POL","Poland","INT_GDP","Primary waste per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,165.274,,
"POL","Poland","INT_GDP","Primary waste per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,170.81,,
"POL","Poland","INT_GDP","Primary waste per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,159.74,,
"POL","Poland","INT_GDP","Primary waste per unit of GDP","2018","2018","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,138.012,,
"PRT","Portugal","TOTAL_S","Total amounts of waste generated by sector","2004","2004","TONNE","Tonnes","3","Thousands",,,29317.29,"E","Estimated value"
"PRT","Portugal","TOTAL_S","Total amounts of waste generated by sector","2006","2006","TONNE","Tonnes","3","Thousands",,,34952.77,"E","Estimated value"
"PRT","Portugal","TOTAL_S","Total amounts of waste generated by sector","2008","2008","TONNE","Tonnes","3","Thousands",,,16882.92,,
"PRT","Portugal","TOTAL_S","Total amounts of waste generated by sector","2010","2010","TONNE","Tonnes","3","Thousands",,,13640.08,,
"PRT","Portugal","TOTAL_S","Total amounts of waste generated by sector","2012","2012","TONNE","Tonnes","3","Thousands",,,13359.52,,
"PRT","Portugal","TOTAL_S","Total amounts of waste generated by sector","2014","2014","TONNE","Tonnes","3","Thousands",,,14368,,
"PRT","Portugal","TOTAL_S","Total amounts of waste generated by sector","2016","2016","TONNE","Tonnes","3","Thousands",,,14739.13,,
"PRT","Portugal","TOTAL_S","Total amounts of waste generated by sector","2018","2018","TONNE","Tonnes","3","Thousands",,,15894.87,"E; B","Estimated value; Break"
"PRT","Portugal","RES","Sorting residues, secondary waste","2010","2010","TONNE","Tonnes","3","Thousands",,,626.146,,
"PRT","Portugal","RES","Sorting residues, secondary waste","2012","2012","TONNE","Tonnes","3","Thousands",,,666.859,,
"PRT","Portugal","RES","Sorting residues, secondary waste","2014","2014","TONNE","Tonnes","3","Thousands",,,881.278,,
"PRT","Portugal","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,884.561,,
"PRT","Portugal","RES","Sorting residues, secondary waste","2018","2018","TONNE","Tonnes","3","Thousands",,,932.056,,
"PRT","Portugal","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,13013.93,,
"PRT","Portugal","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,12692.66,,
"PRT","Portugal","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,13486.72,,
"PRT","Portugal","TOTAL","Total amounts of primary waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,13854.57,,
"PRT","Portugal","TOTAL","Total amounts of primary waste generated","2018","2018","TONNE","Tonnes","3","Thousands",,,14962.82,,
"PRT","Portugal","INT_CAPITA","Primary waste per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,1228.193,,
"PRT","Portugal","INT_CAPITA","Primary waste per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,1205.839,,
"PRT","Portugal","INT_CAPITA","Primary waste per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,1294.559,,
"PRT","Portugal","INT_CAPITA","Primary waste per capita","2016","2016","KG_HAB","Kilograms per capita","0","Units",,,1341.717,,
"PRT","Portugal","INT_CAPITA","Primary waste per capita","2018","2018","KG_HAB","Kilograms per capita","0","Units",,,1458.933,,
"PRT","Portugal","INT_GDP","Primary waste per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,40.6,,
"PRT","Portugal","INT_GDP","Primary waste per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,41.984,,
"PRT","Portugal","INT_GDP","Primary waste per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,44.673,,
"PRT","Portugal","INT_GDP","Primary waste per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,44.191,,
"PRT","Portugal","INT_GDP","Primary waste per unit of GDP","2018","2018","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,44.831,,
"SVK","Slovak Republic","TOTAL_S","Total amounts of waste generated by sector","2004","2004","TONNE","Tonnes","3","Thousands",,,10668.41,,
"SVK","Slovak Republic","TOTAL_S","Total amounts of waste generated by sector","2006","2006","TONNE","Tonnes","3","Thousands",,,14501.5,,
"SVK","Slovak Republic","TOTAL_S","Total amounts of waste generated by sector","2008","2008","TONNE","Tonnes","3","Thousands",,,11472.01,,
"SVK","Slovak Republic","TOTAL_S","Total amounts of waste generated by sector","2010","2010","TONNE","Tonnes","3","Thousands",,,9384.112,,
"SVK","Slovak Republic","TOTAL_S","Total amounts of waste generated by sector","2012","2012","TONNE","Tonnes","3","Thousands",,,8425.384,,
"SVK","Slovak Republic","TOTAL_S","Total amounts of waste generated by sector","2014","2014","TONNE","Tonnes","3","Thousands",,,8862.778,,
"SVK","Slovak Republic","TOTAL_S","Total amounts of waste generated by sector","2016","2016","TONNE","Tonnes","3","Thousands",,,10606.97,,
"SVK","Slovak Republic","TOTAL_S","Total amounts of waste generated by sector","2018","2018","TONNE","Tonnes","3","Thousands",,,12401.87,,
"SVK","Slovak Republic","RES","Sorting residues, secondary waste","2010","2010","TONNE","Tonnes","3","Thousands",,,374.683,,
"SVK","Slovak Republic","RES","Sorting residues, secondary waste","2012","2012","TONNE","Tonnes","3","Thousands",,,412.669,,
"SVK","Slovak Republic","RES","Sorting residues, secondary waste","2014","2014","TONNE","Tonnes","3","Thousands",,,436.431,,
"SVK","Slovak Republic","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,637.335,,
"SVK","Slovak Republic","RES","Sorting residues, secondary waste","2018","2018","TONNE","Tonnes","3","Thousands",,,651.31,,
"SVK","Slovak Republic","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,9009.429,,
"SVK","Slovak Republic","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,8012.715,,
"SVK","Slovak Republic","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,8426.347,,
"SVK","Slovak Republic","TOTAL","Total amounts of primary waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,9969.631,,
"SVK","Slovak Republic","TOTAL","Total amounts of primary waste generated","2018","2018","TONNE","Tonnes","3","Thousands",,,11750.56,,
"SVK","Slovak Republic","INT_CAPITA","Primary waste per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,1667.178,,
"SVK","Slovak Republic","INT_CAPITA","Primary waste per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,1479.726,,
"SVK","Slovak Republic","INT_CAPITA","Primary waste per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,1552.099,,
"SVK","Slovak Republic","INT_CAPITA","Primary waste per capita","2016","2016","KG_HAB","Kilograms per capita","0","Units",,,1831.979,,
"SVK","Slovak Republic","INT_CAPITA","Primary waste per capita","2018","2018","KG_HAB","Kilograms per capita","0","Units",,,2154.88,,
"SVK","Slovak Republic","INT_GDP","Primary waste per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,62.995,,
"SVK","Slovak Republic","INT_GDP","Primary waste per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,53.461,,
"SVK","Slovak Republic","INT_GDP","Primary waste per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,54.411,,
"SVK","Slovak Republic","INT_GDP","Primary waste per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,60.137,,
"SVK","Slovak Republic","INT_GDP","Primary waste per unit of GDP","2018","2018","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,66.287,,
"ESP","Spain","TOTAL_S","Total amounts of waste generated by sector","2004","2004","TONNE","Tonnes","3","Thousands",,,160668.1,,
"ESP","Spain","TOTAL_S","Total amounts of waste generated by sector","2006","2006","TONNE","Tonnes","3","Thousands",,,160946.6,,
"ESP","Spain","TOTAL_S","Total amounts of waste generated by sector","2008","2008","TONNE","Tonnes","3","Thousands",,,149254.2,,
"ESP","Spain","TOTAL_S","Total amounts of waste generated by sector","2010","2010","TONNE","Tonnes","3","Thousands",,,137518.9,,
"ESP","Spain","TOTAL_S","Total amounts of waste generated by sector","2012","2012","TONNE","Tonnes","3","Thousands",,,118561.7,,
"ESP","Spain","TOTAL_S","Total amounts of waste generated by sector","2014","2014","TONNE","Tonnes","3","Thousands",,,110518.5,,
"ESP","Spain","TOTAL_S","Total amounts of waste generated by sector","2016","2016","TONNE","Tonnes","3","Thousands",,,128958.5,,
"ESP","Spain","TOTAL_S","Total amounts of waste generated by sector","2018","2018","TONNE","Tonnes","3","Thousands",,,137822.9,,
"ESP","Spain","RES","Sorting residues, secondary waste","2010","2010","TONNE","Tonnes","3","Thousands",,,7475.312,,
"ESP","Spain","RES","Sorting residues, secondary waste","2012","2012","TONNE","Tonnes","3","Thousands",,,8768.874,,
"ESP","Spain","RES","Sorting residues, secondary waste","2014","2014","TONNE","Tonnes","3","Thousands",,,13398.05,,
"ESP","Spain","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,14325.88,,
"ESP","Spain","RES","Sorting residues, secondary waste","2018","2018","TONNE","Tonnes","3","Thousands",,,17486.81,,
"ESP","Spain","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,130043.6,,
"ESP","Spain","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,109792.8,,
"ESP","Spain","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,97120.45,,
"ESP","Spain","TOTAL","Total amounts of primary waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,114632.6,,
"ESP","Spain","TOTAL","Total amounts of primary waste generated","2018","2018","TONNE","Tonnes","3","Thousands",,,120336.1,,
"ESP","Spain","INT_CAPITA","Primary waste per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,2770.953,,
"ESP","Spain","INT_CAPITA","Primary waste per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,2332.89,,
"ESP","Spain","INT_CAPITA","Primary waste per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,2076.199,,
